provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P00097,Jennifer Mclaughlin,City_97,WA,48.0511,-120.4401,Urology,Ophthalmology,Specialty Care,40,694.47,28,3.72,0.92,TRUE,TRUE,In-network,278,FALSE,"Ortiz, Williamson and Davis Hospital",4.89,South,517.414.3952,"31188 Matthews Extension, City_97, WA 30677"
P00098,Tina Anderson,City_98,NC,36.1096,-78.6693,Urology,Ophthalmology,Specialty Care,26,597.24,8,4.84,0,TRUE,FALSE,Out-of-network,194,TRUE,"Henson, Smith and Barnes Hospital",3.62,North,(341)726-8481x36798,"8314 David Station Apt. 911, City_98, NC 27380"
P00099,Jessica Gonzalez,City_99,CO,39.9501,-105.3821,Endocrinology,Dermatology,Specialty Care,31,663.99,41,4.04,0.95,FALSE,FALSE,In-network,428,TRUE,Davis-Ross Hospital,2.58,West,001-798-589-8538x090,"6209 Tucker Radial Apt. 856, City_99, CO 75174"
P00100,Kevin Munoz,City_100,CA,37.2283,-118.9679,Orthopedics,Neurology,Surgical,2,751.39,58,1.24,0.63,FALSE,TRUE,Out-of-network,233,FALSE,Malone-Hansen Hospital,1.58,North,432-668-1429x972,"37559 Escobar Overpass Apt. 016, City_100, CA 60648"
P00101,David Burnett,City_101,NV,38.8026,-116.4194,Dermatology,Endocrinology,Specialty Care,3,313.54,9,2.25,0.82,TRUE,TRUE,In-network,351,TRUE,Church-Benson Hospital,3.85,South,857.635.9689,"72103 Travis Dam Suite 755, City_101, NV 34549"
P00102,Judy Proctor,City_102,IL,40.6831,-89.3485,Endocrinology,Gastroenterology,Specialty Care,30,714.94,16,3.56,0.59,TRUE,FALSE,In-network,201,FALSE,Nichols-Yang Hospital,1.7,North,(241)972-7114,"806 Ware Mountains Apt. 640, City_102, IL 41523"
P00103,Gina Hernandez,City_103,OH,40.5173,-82.8071,Gastroenterology,Gastroenterology,Specialty Care,22,697.33,11,1.27,0.68,FALSE,FALSE,Out-of-network,496,TRUE,"Lowe, Frank and Kim Hospital",2.67,North,434.266.8605,"211 Gonzalez Course Suite 348, City_103, OH 01904"
P00104,Theresa Davis,City_104,TX,32.1186,-99.7518,Psychiatry,ENT,Specialty Care,4,409.15,15,4.8,0.23,FALSE,FALSE,In-network,166,TRUE,"Powell, Lynch and Watts Hospital",2.23,South,769-226-1608,"83179 Rodriguez Unions Apt. 245, City_104, TX 95956"
P00105,Ronald Stanton,City_105,MI,44.5148,-85.4024,Psychiatry,Dermatology,Specialty Care,24,389.38,24,3.47,0.72,TRUE,TRUE,In-network,387,TRUE,"Herring, Hawkins and Bell Hospital",2.23,South,(861)693-6266,"16739 Johnson Isle, City_105, MI 82583"
P00106,Thomas Wilson,City_106,AZ,34.2989,-110.8437,Pediatrics,Pediatrics,Primary Care,20,192.64,24,3.7,0.89,TRUE,TRUE,In-network,491,FALSE,"Davis, Jones and Price Hospital",4.9,East,742-714-0771,"629 Crystal Trace, City_106, AZ 53066"
P00107,Mark Roberts,City_107,CA,37.0783,-119.1179,Dermatology,Gastroenterology,Specialty Care,32,335.99,37,2.52,0.61,FALSE,TRUE,In-network,189,FALSE,Robinson-Burns Hospital,2.85,South,902-741-5338x841,"774 Timothy Summit, City_107, CA 87863"
P00108,Laurie Murphy,City_108,CA,37.1283,-119.0679,Urology,Orthopedics,Specialty Care,9,609.41,56,4.03,0.81,TRUE,FALSE,In-network,129,TRUE,Salinas-Hernandez Hospital,1.64,South,947-882-7484,"904 Shannon Path, City_108, CA 02601"
P00109,Elizabeth Robertson,City_109,NC,36.1596,-78.6193,ENT,Ophthalmology,Specialty Care,26,365.04,41,1.55,0.55,TRUE,TRUE,Out-of-network,128,TRUE,Garza PLC Hospital,3.22,South,(316)321-7458x1730,"79920 Valerie Hollow Suite 034, City_109, NC 42409"
P00110,Gary Johnson,City_110,MI,44.7648,-85.1524,Cardiology,Dermatology,Specialty Care,39,974.36,11,2.98,0.09,TRUE,FALSE,Out-of-network,130,TRUE,Harper PLC Hospital,3.49,North,001-874-707-0466x438,"41029 Garcia Mountain, City_110, MI 63857"
P00111,Amber Jones,City_111,IL,40.6331,-89.3985,Pediatrics,Orthopedics,Primary Care,18,178.44,12,2.42,0.2,FALSE,FALSE,Out-of-network,154,FALSE,Nunez LLC Hospital,3.62,South,649.468.3650x2518,"05435 Kathryn Grove Suite 146, City_111, IL 24612"
P00112,Alice Parrish,City_112,NC,35.8096,-78.9693,Orthopedics,ENT,Surgical,15,862.2,31,1.5,0.4,FALSE,TRUE,Out-of-network,159,FALSE,Flores PLC Hospital,2.01,East,526.713.3744x879,"7115 Victoria Shore Suite 413, City_112, NC 21975"
P00113,Paige King,City_113,NC,35.8596,-78.9193,Psychiatry,Cardiology,Specialty Care,21,398.84,19,3.33,0.73,TRUE,FALSE,In-network,95,TRUE,Mcclain-Lopez Hospital,1.81,East,274-818-9474x410,"951 Johnson Parks Apt. 226, City_113, NC 22251"
P00114,Angela Huang,City_114,WA,47.9011,-120.5901,Gastroenterology,Orthopedics,Specialty Care,15,700.43,18,2.14,0.66,TRUE,TRUE,Out-of-network,103,FALSE,Martin-Craig Hospital,4.82,South,391-611-5707x5388,"104 Katherine Ford, City_114, WA 68256"
P00115,Omar Foster,City_115,MI,44.5148,-85.4024,Psychiatry,General Practice,Specialty Care,18,413.91,7,2.73,0.71,TRUE,TRUE,In-network,176,TRUE,Day Inc Hospital,2.9,East,+1-925-352-9909x713,"11984 Sanchez Isle Apt. 900, City_115, MI 31972"
P00116,Raymond Hamilton,City_116,IL,40.8831,-89.1485,Gastroenterology,Psychiatry,Specialty Care,5,591.62,26,3.85,0.91,FALSE,TRUE,Out-of-network,82,FALSE,Blackburn Inc Hospital,2.57,North,941.460.9968x611,"77151 Kayla Crossing Apt. 581, City_116, IL 51959"
P00117,Angela Kaiser,City_117,CO,39.8501,-105.4821,Dermatology,ENT,Specialty Care,38,355.96,21,4.71,1,FALSE,FALSE,In-network,168,TRUE,"Rodriguez, Harrison and Davis Hospital",1.46,North,7037422248,"54797 Steven Club Apt. 277, City_117, CO 72906"
P00118,Jeffrey Graham,City_118,NV,39.1526,-116.0694,Orthopedics,Neurology,Surgical,31,990.74,21,3.5,0.29,FALSE,TRUE,Out-of-network,77,FALSE,Duke Ltd Hospital,4.71,South,5574912936,"705 Donald Estates, City_118, NV 98657"
P00119,Stephanie Cruz,City_119,OH,40.8173,-82.5071,ENT,Urology,Specialty Care,25,395.46,60,3.1,0.78,FALSE,TRUE,In-network,345,TRUE,"Mcmillan, Holloway and Herrera Hospital",1.39,West,328-490-7051x8316,"9440 Schneider Trafficway, City_119, OH 58430"
P00120,Jacob Nelson,City_120,GA,32.6156,-82.4501,Psychiatry,Urology,Specialty Care,13,402.65,50,3.95,0.47,FALSE,FALSE,Out-of-network,272,FALSE,Sanders LLC Hospital,3.78,North,(664)525-5388x216,"931 Jessica Square Suite 777, City_120, GA 78124"
P00121,Veronica Silva,City_121,OH,40.4173,-82.9071,Psychiatry,Neurology,Specialty Care,27,434.56,34,1.74,0.03,FALSE,FALSE,Out-of-network,120,FALSE,Sanchez Group Hospital,4.14,South,001-327-472-4811,"5594 Perez Mission Apt. 670, City_121, OH 59429"
P00122,Michael Ross,City_122,MI,44.3648,-85.5524,Ophthalmology,Pediatrics,Specialty Care,13,283.93,28,1.03,0.8,FALSE,FALSE,In-network,223,TRUE,Flowers-Smith Hospital,2.68,South,8237572320,"350 Stevens Ville Apt. 610, City_122, MI 65444"
P00123,Chris Dunn,City_123,IL,40.7331,-89.2985,Dermatology,Cardiology,Specialty Care,32,377.8,52,4,0.17,TRUE,TRUE,Out-of-network,158,TRUE,"Burns, Baker and Dougherty Hospital",2.39,East,3535082555,"38204 Kendra Forges, City_123, IL 98228"
P00124,Jordan Chase,City_124,NC,35.9096,-78.8693,Pediatrics,Gastroenterology,Primary Care,36,208.49,24,2.87,0.62,FALSE,TRUE,In-network,279,FALSE,Kelley Inc Hospital,1.88,South,(552)646-6714,"300 Carl Branch Suite 073, City_124, NC 33810"
P00125,Devin Rice,City_125,MA,42.6072,-71.1824,Psychiatry,ENT,Specialty Care,32,414.05,9,1.62,0.28,TRUE,TRUE,In-network,74,TRUE,Shea Inc Hospital,3.23,East,001-674-802-5813x4582,"0802 Donna Dale Suite 234, City_125, MA 98503"
P00126,Marvin Barrera,City_126,AZ,34.2989,-110.8437,Cardiology,General Practice,Specialty Care,25,912.65,9,1.9,0.4,FALSE,FALSE,In-network,355,TRUE,Watkins and Sons Hospital,4.86,East,001-627-965-3117,"403 Martinez Fork Apt. 848, City_126, AZ 07154"
P00127,Dawn Peters,City_127,NV,39.1026,-116.1194,Cardiology,ENT,Specialty Care,8,817.14,54,1.04,0.78,FALSE,TRUE,In-network,490,TRUE,Cole Ltd Hospital,4.29,South,509.293.1581x36031,"974 David Points Suite 237, City_127, NV 45163"
P00128,Heather Brewer,City_128,WA,48.1011,-120.3901,General Practice,Orthopedics,Primary Care,17,121.52,23,4.35,0.72,TRUE,FALSE,Out-of-network,279,TRUE,Walters Inc Hospital,2.5,West,505-917-7947,"49382 Campbell Creek Apt. 660, City_128, WA 70238"
P00129,Nathan Waller,City_129,IL,41.0331,-88.9985,Neurology,ENT,Specialty Care,39,795.83,36,3.14,0.39,FALSE,TRUE,Out-of-network,187,TRUE,Hunt LLC Hospital,1.69,East,927.631.5169x51970,"5308 Jennifer Points Apt. 896, City_129, IL 31665"
P00130,Patrick Armstrong,City_130,NY,43.7494,-73.7679,Ophthalmology,General Practice,Specialty Care,19,268.36,34,1.47,0.23,TRUE,FALSE,In-network,247,FALSE,Romero Group Hospital,2.64,West,+1-717-802-5316x02180,"914 Baker Shores Suite 489, City_130, NY 83581"
P00131,Victoria Harding,City_131,AZ,34.0489,-111.0937,Neurology,Dermatology,Specialty Care,6,657.33,32,2.8,0.13,FALSE,FALSE,Out-of-network,255,FALSE,"Morgan, Nguyen and Trujillo Hospital",4.12,South,756-356-5642x39367,"3478 Laura Ports, City_131, AZ 88722"
P00132,Brittany Edwards,City_132,MA,42.4572,-71.3324,ENT,Ophthalmology,Specialty Care,23,359.33,53,3.25,0.59,TRUE,FALSE,In-network,385,FALSE,"Anderson, Anderson and Best Hospital",1.69,North,793.911.1018x76636,"56996 Berg Summit Apt. 129, City_132, MA 31001"
P00133,Jessica Rose,City_133,NC,35.8596,-78.9193,Endocrinology,Cardiology,Specialty Care,31,711.92,38,1.42,0.1,FALSE,FALSE,Out-of-network,207,TRUE,Nguyen-Blanchard Hospital,4.12,East,(908)428-4713,"7351 Angelica Fords Suite 387, City_133, NC 13256"
P00134,Cynthia Jackson,City_134,NY,43.4494,-74.0679,Neurology,Dermatology,Specialty Care,22,702.59,51,2.47,0.61,FALSE,FALSE,In-network,455,FALSE,"Graves, Bush and Carlson Hospital",3.9,South,(733)434-5994x022,"77443 Jennifer Place Apt. 396, City_134, NY 12687"
P00135,Dana King,City_135,MA,42.6072,-71.1824,Dermatology,Neurology,Specialty Care,29,317.07,23,4.88,0.69,TRUE,FALSE,In-network,399,TRUE,"Coleman, Sanchez and Rivera Hospital",1.1,North,+1-281-520-7320x4993,"576 Heather Fords Apt. 727, City_135, MA 11780"
P00136,Brian Barry,City_136,NC,36.0096,-78.7693,Neurology,Ophthalmology,Specialty Care,1,691.93,51,2.73,0.69,FALSE,FALSE,Out-of-network,450,TRUE,Alvarado and Sons Hospital,2.04,North,001-706-205-5452x9668,"0172 White Vista, City_136, NC 73838"
P00137,Heather Hawkins,City_137,CA,37.0783,-119.1179,Ophthalmology,Ophthalmology,Specialty Care,6,276.78,15,1.51,0.6,FALSE,TRUE,In-network,185,FALSE,"Griffin, Stone and Baker Hospital",2.48,East,5649412265,"891 Morgan Pines Apt. 500, City_137, CA 83024"
P00138,William Luna,City_138,NV,39.1526,-116.0694,Psychiatry,Neurology,Specialty Care,35,483.57,22,3.8,0.23,TRUE,TRUE,Out-of-network,249,TRUE,Smith-Nunez Hospital,3.47,South,668.734.6041x6821,"013 Crawford Islands Apt. 346, City_138, NV 79826"
P00139,David Burnett,City_139,CA,37.1783,-119.0179,Urology,Endocrinology,Specialty Care,5,537.71,56,2.61,0.84,TRUE,FALSE,Out-of-network,70,TRUE,Terry Inc Hospital,3.04,West,978.401.6050,"3178 Kelly Center, City_139, CA 52239"
P00140,Jessica Wood,City_140,OH,40.8673,-82.4571,Ophthalmology,General Practice,Specialty Care,4,266.68,13,1.47,0.69,TRUE,FALSE,Out-of-network,168,TRUE,Hanson Group Hospital,4.8,West,7474470621,"485 Sheila Lane, City_140, OH 89880"
P00141,Sherry Jenkins,City_141,NC,35.7596,-79.0193,ENT,Endocrinology,Specialty Care,14,360.82,39,4.88,0.72,FALSE,FALSE,In-network,334,TRUE,"Villanueva, Turner and Roberts Hospital",2.51,South,621.371.5828x5373,"707 Cruz Inlet Apt. 503, City_141, NC 82491"
P00142,Robert Myers,City_142,CO,39.6001,-105.7321,Gastroenterology,Orthopedics,Specialty Care,5,618.06,28,2.92,0.95,TRUE,FALSE,Out-of-network,381,FALSE,Reid-Johnson Hospital,1.03,West,490-797-1936,"0375 Miller Bypass Suite 756, City_142, CO 33999"
P00143,Shawn Bradford,City_143,FL,28.0944,-81.6603,Pediatrics,Psychiatry,Primary Care,4,200.04,7,1.71,0.57,FALSE,TRUE,In-network,294,FALSE,"Taylor, Smith and Mcdonald Hospital",2.42,West,528-527-5939x6077,"2893 Fernandez Street Suite 268, City_143, FL 10614"
P00144,Jose Davis,City_144,TX,32.1186,-99.7518,Gastroenterology,Pediatrics,Specialty Care,31,775.43,51,2.83,0.95,FALSE,FALSE,Out-of-network,358,TRUE,Clay-Davis Hospital,3.71,South,649.423.3627x999,"10594 Mark Streets Suite 505, City_144, TX 90069"
P00145,Sara Harris,City_145,TX,32.1686,-99.7018,General Practice,Neurology,Primary Care,39,145.84,54,2.02,0.58,TRUE,FALSE,In-network,416,TRUE,"Martin, Park and Miller Hospital",2.44,North,+1-568-922-7402x93511,"88570 Moore Land, City_145, TX 66831"
P00146,Bradley Kelly,City_146,CO,39.8001,-105.5321,Neurology,Neurology,Specialty Care,23,823.67,36,1.93,0.16,FALSE,FALSE,Out-of-network,491,TRUE,Wilson Ltd Hospital,2.68,East,+1-667-352-3125x08937,"77582 Cain Underpass Suite 036, City_146, CO 91211"
P00147,Michael Williams,City_147,NY,43.5994,-73.9179,ENT,Neurology,Specialty Care,12,357.9,7,3.65,0.11,FALSE,FALSE,Out-of-network,232,FALSE,Stewart-Phillips Hospital,1.61,North,949.644.5181x3422,"08410 Melanie Road, City_147, NY 08765"
P00148,Rachel Walton,City_148,MI,44.6648,-85.2524,Ophthalmology,ENT,Specialty Care,30,313.71,7,2.1,0.99,FALSE,TRUE,In-network,410,TRUE,Tran and Sons Hospital,3.17,East,001-758-415-3437,"4343 Brown Groves Suite 650, City_148, MI 37280"
P00149,Marcia Green,City_149,NC,36.1596,-78.6193,General Practice,Pediatrics,Primary Care,12,129.98,32,2.27,0.19,FALSE,TRUE,Out-of-network,391,FALSE,Miller-Scott Hospital,2.88,East,9803963680,"27714 Lewis Radial, City_149, NC 25673"
P00150,Alicia Robertson,City_150,CA,37.2283,-118.9679,Orthopedics,Gastroenterology,Surgical,3,834.95,44,3.03,0.31,FALSE,TRUE,Out-of-network,84,TRUE,"Wright, Boyle and Mcmahon Hospital",4.27,East,001-626-659-0530x26629,"5508 Odonnell Brooks, City_150, CA 38847"
P00151,Carlos Hartman,City_151,PA,41.2033,-77.1945,Orthopedics,Pediatrics,Surgical,1,728.06,21,3.01,1,TRUE,TRUE,Out-of-network,156,FALSE,Phillips PLC Hospital,4.95,West,370-710-9582x12094,"3370 Martin Forest Apt. 649, City_151, PA 79455"
P00152,Rodney Snyder,City_152,MI,44.3648,-85.5524,Pediatrics,Ophthalmology,Primary Care,10,192.31,18,4.09,0.34,TRUE,TRUE,In-network,424,FALSE,"Cooley, Smith and Nichols Hospital",3.47,South,+1-529-993-0620x9796,"486 Mcdonald Hills, City_152, MI 92997"
P00153,Vincent Bailey,City_153,MI,44.4148,-85.5024,ENT,Urology,Specialty Care,31,348.67,42,1.97,0.01,FALSE,FALSE,In-network,343,TRUE,Jones Group Hospital,3.22,East,669.574.2616,"45187 Margaret Pines, City_153, MI 96415"
P00154,Scott Whitaker,City_154,PA,41.3533,-77.0445,Cardiology,Dermatology,Specialty Care,16,866.39,55,4.64,0.68,TRUE,FALSE,In-network,402,TRUE,"Johnson, Johnson and Welch Hospital",2,North,(240)402-4524x6896,"6597 Timothy Track Apt. 737, City_154, PA 88756"
P00155,Linda Rose,City_155,NC,35.9596,-78.8193,Orthopedics,Psychiatry,Surgical,21,963.39,17,1.53,0.61,TRUE,TRUE,Out-of-network,187,TRUE,Pearson LLC Hospital,2.98,North,+1-368-659-8746x9285,"0411 Stephen Canyon, City_155, NC 17696"
P00156,Michael Maddox,City_156,MI,44.5648,-85.3524,Gastroenterology,Dermatology,Specialty Care,24,767.17,30,1.78,0.2,FALSE,FALSE,In-network,488,FALSE,Johnson-Kelly Hospital,1.75,North,(710)222-3224,"094 Washington Shoals Suite 303, City_156, MI 52447"
P00157,Michael Fletcher,City_157,GA,32.4656,-82.6001,General Practice,Ophthalmology,Primary Care,16,137.84,59,3.67,0.09,FALSE,FALSE,Out-of-network,193,FALSE,Davidson-Brennan Hospital,4.64,East,214-683-4407x055,"36126 Donna Inlet Apt. 574, City_157, GA 41327"
P00158,Jeremy Cox,City_158,NC,36.1096,-78.6693,Cardiology,Orthopedics,Specialty Care,30,802.56,56,4.58,0.75,FALSE,FALSE,Out-of-network,495,FALSE,Joyce-Schmidt Hospital,4,North,001-302-818-3998x6504,"55170 Weeks Ports, City_158, NC 23060"
P00159,Melissa Lambert,City_159,CA,37.1783,-119.0179,Cardiology,Pediatrics,Specialty Care,13,749.91,24,3.71,0.2,FALSE,TRUE,Out-of-network,144,TRUE,"Barnes, Bell and Anderson Hospital",3.68,South,4485888644,"06089 Mckinney Crescent, City_159, CA 16774"
P00160,Shelley Hill,City_160,MI,44.7648,-85.1524,Psychiatry,Dermatology,Specialty Care,1,412.62,54,4.88,0.52,TRUE,TRUE,Out-of-network,449,FALSE,Morris-Gonzalez Hospital,2.18,West,-7843,"2811 Hernandez Estates Suite 222, City_160, MI 50604"
P00161,Lisa Mcdonald,City_161,AZ,34.0489,-111.0937,Dermatology,Pediatrics,Specialty Care,25,351.08,7,3.37,0.87,FALSE,FALSE,In-network,125,FALSE,Cook and Sons Hospital,2.54,South,-3152,"39335 Shelley Passage, City_161, AZ 80654"
P00162,Todd Garcia,City_162,FL,28.0444,-81.7103,ENT,ENT,Specialty Care,17,339.09,43,1.41,0.61,TRUE,FALSE,In-network,281,TRUE,Jones-Cox Hospital,4.61,East,831-929-6557x970,"2922 Tony Glen, City_162, FL 66665"
P00163,Mr. Brandon Weaver,City_163,NY,43.3994,-74.1179,Pediatrics,Ophthalmology,Primary Care,9,184.88,44,1.05,0.95,TRUE,TRUE,In-network,376,TRUE,King Group Hospital,1,East,(434)564-7761x7884,"80557 Ruben Ranch, City_163, NY 13650"
P00164,Derrick Schultz,City_164,OH,40.5673,-82.7571,Cardiology,Orthopedics,Specialty Care,6,842.47,59,2.88,0.55,TRUE,FALSE,In-network,484,FALSE,Martin-Martinez Hospital,1.72,South,250-440-2629,"9564 Clinton Ports, City_164, OH 54004"
P00165,Holly Williams,City_165,MI,44.5148,-85.4024,Neurology,Pediatrics,Specialty Care,3,637.91,24,2.88,0.66,TRUE,TRUE,In-network,478,FALSE,Wilson-Sellers Hospital,1.53,South,416.857.0197x4636,"123 Natalie Loop, City_165, MI 59243"
P00166,Keith Gilbert,City_166,NY,43.5494,-73.9679,General Practice,Dermatology,Primary Care,2,118.92,45,3.17,0.07,FALSE,FALSE,Out-of-network,244,FALSE,Flores PLC Hospital,4.72,West,-11082,"777 Anderson Circles, City_166, NY 66620"
P00167,Matthew Ramirez,City_167,TX,32.2686,-99.6018,Gastroenterology,General Practice,Specialty Care,11,615.21,20,3.9,0.75,TRUE,FALSE,In-network,172,FALSE,"Sheppard, Wheeler and Davis Hospital",3.17,North,979.767.3915,"7473 Joshua Mill, City_167, TX 07914"
P00168,Ashley Roberson,City_168,CA,37.1283,-119.0679,Neurology,Psychiatry,Specialty Care,7,704.47,42,1.43,0.17,TRUE,TRUE,Out-of-network,182,FALSE,Thomas Inc Hospital,3.72,West,328-843-2010x980,"61632 Dixon Lake, City_168, CA 95651"
P00169,Megan Cooper,City_169,FL,28.3944,-81.3603,Cardiology,Cardiology,Specialty Care,19,838.58,21,2.15,0.93,FALSE,TRUE,In-network,75,FALSE,Allen Ltd Hospital,1.76,West,679-205-2336,"364 Mann Flat Suite 987, City_169, FL 75928"
P00170,Sherry Perry,City_170,OH,40.8673,-82.4571,Ophthalmology,Ophthalmology,Specialty Care,31,313.5,12,1.54,0,FALSE,TRUE,Out-of-network,66,FALSE,"Carter, Dennis and Dixon Hospital",3.02,South,(928)841-6905x2332,"0726 Andrews Knoll Apt. 892, City_170, OH 47789"
P00171,James Johnson MD,City_171,AZ,34.0489,-111.0937,Psychiatry,General Practice,Specialty Care,6,364.88,43,4.95,0.6,TRUE,FALSE,Out-of-network,184,FALSE,"Perez, Cruz and Stephens Hospital",4.35,South,364.246.9954,"4556 Stewart Fords Apt. 266, City_171, AZ 85084"
P00172,Matthew Lopez,City_172,AZ,34.0989,-111.0437,General Practice,Psychiatry,Primary Care,15,119.47,44,1.79,0.63,TRUE,FALSE,Out-of-network,361,FALSE,"Black, Coleman and Holmes Hospital",4.28,North,+1-891-880-9562x07104,"25134 Michael Prairie Suite 121, City_172, AZ 14226"
P00173,Kathy Patrick,City_173,NY,43.3994,-74.1179,Psychiatry,Psychiatry,Specialty Care,38,404.87,12,2.32,0.45,FALSE,TRUE,In-network,125,FALSE,Becker LLC Hospital,1.9,West,-1290,"55389 Jaime Rest Apt. 030, City_173, NY 81967"
P00174,Sara Young,City_174,AZ,34.1989,-110.9437,Dermatology,Pediatrics,Specialty Care,22,329.38,46,4.22,0.51,FALSE,FALSE,In-network,92,TRUE,"Brown, Norman and Davis Hospital",4.56,East,+1-730-929-4356x567,"040 Amanda Place, City_174, AZ 21750"
P00175,Nathan Smith,City_175,FL,28.1944,-81.5603,Dermatology,Dermatology,Specialty Care,35,373.69,56,4.57,0.4,FALSE,TRUE,In-network,144,TRUE,Velasquez Inc Hospital,4.73,South,992-909-7901,"30339 Powell Mills Suite 275, City_175, FL 99205"
P00176,Joel Snyder,City_176,OH,40.6673,-82.6571,Ophthalmology,Neurology,Specialty Care,35,323.77,48,3.39,0.03,TRUE,FALSE,Out-of-network,87,TRUE,Hoffman-Torres Hospital,3.14,South,918-753-6617x14566,"93295 Young Canyon, City_176, OH 87235"
P00177,Marcia Phillips,City_177,CO,39.8501,-105.4821,Ophthalmology,Dermatology,Specialty Care,35,313.31,14,1.54,0.43,FALSE,FALSE,In-network,173,FALSE,Gilbert-Delgado Hospital,2.01,East,454-379-0791x90132,"04221 Brandon Park Suite 957, City_177, CO 33263"
P00178,Kyle Spencer,City_178,OH,40.7673,-82.5571,ENT,Orthopedics,Specialty Care,8,362.35,19,1.98,0.77,TRUE,FALSE,In-network,215,TRUE,Campos-Rodriguez Hospital,1.07,East,897.487.7906x43859,"8495 Howell Streets, City_178, OH 77012"
P00179,Morgan Boyd,City_179,CA,37.1783,-119.0179,Endocrinology,Neurology,Specialty Care,39,694.12,50,2.97,0.05,FALSE,TRUE,In-network,155,FALSE,"Bailey, Bell and Wilson Hospital",3.01,West,001-312-368-5420x411,"573 Victor Glens Apt. 039, City_179, CA 66392"
P00180,Karen Wilson,City_180,GA,32.6156,-82.4501,ENT,Cardiology,Specialty Care,5,339.02,28,1.92,0.96,TRUE,FALSE,Out-of-network,318,TRUE,Mcgrath-Stevenson Hospital,4.74,West,789-376-8187x1307,"0464 Ashley Squares, City_180, GA 31867"
P00181,Ashley Bell DDS,City_181,IL,40.6331,-89.3985,Cardiology,ENT,Specialty Care,3,809.15,33,1.31,0.44,TRUE,FALSE,In-network,190,FALSE,"Vega, Diaz and Jones Hospital",4.72,West,(341)943-5273x593,"3184 Travis Trace, City_181, IL 76048"
P00182,Jennifer Brady,City_182,TX,32.0186,-99.8518,Gastroenterology,Ophthalmology,Specialty Care,20,660.03,14,1.01,0.6,TRUE,FALSE,In-network,489,FALSE,"Nelson, Cox and Hull Hospital",3.42,West,781-657-4726x73769,"0131 Clay Plaza Suite 342, City_182, TX 14416"
P00183,Alec Mejia,City_183,OH,40.5173,-82.8071,Urology,Ophthalmology,Specialty Care,16,626.36,14,1.21,0.3,TRUE,TRUE,Out-of-network,80,FALSE,Harding Ltd Hospital,2.41,East,+1-282-899-7174x827,"2390 Garcia Way Apt. 044, City_183, OH 89476"
P00184,John Quinn,City_184,FL,28.1444,-81.6103,Orthopedics,Ophthalmology,Surgical,14,933.56,6,3.06,0.6,TRUE,FALSE,In-network,405,TRUE,Reese Ltd Hospital,1.39,North,001-247-789-2929x352,"604 Brenda Curve, City_184, FL 22804"
